541.666667,0.395765185,3328.6839,-335.189087,187.984192,-19.7869015,19.3393593,-32.6598091,23.5774403,-10.8813267,0.6071105,8.0299015,3.20440221,6.32687664,3.27995062,2.1382432,10.0298109,13.6189251,15.0377531,6.27139425,1.46412265,4.43751717,-0.245627165,0.0,0.7
1414.10615,0.412499905,1185.09824,-651.50824,167.930359,61.1662407,41.9878502,13.9446621,8.14981651,-6.68596029,-0.800589204,-11.4751091,-7.86256647,-17.8676891,-14.0667782,-13.9970722,-13.7586031,-11.7812719,-12.8904085,-5.37880754,-5.31611729,-1.08945465,-1.34967482,0.0,0.7
239.361702,0.339696735,2985.92498,-301.536621,140.66684,-58.1875381,67.3934174,-10.8329821,47.7596703,-5.42018938,11.121295,-9.92723656,0.884535611,-3.38083577,8.6142807,-3.07650781,5.14430761,4.30289316,-7.86448956,5.53850794,-5.98387861,5.74682045,0.224700406,0.0,-0.7
118.006993,0.328918487,1959.11811,-363.803589,180.629898,-43.7609253,50.6667824,0.766358972,12.7302256,-12.6851559,6.29205418,-7.74786615,4.78292561,-9.90930271,-4.20921326,-5.04730558,-0.612966061,-3.00455999,3.64616251,-10.2481508,-11.101078,-2.88674545,-1.98816371,0.0,-0.5
1460.63536,0.339911371,3846.47468,0.0875520833,133.188538,-45.7001266,61.7763596,-41.2273865,37.3145142,-7.64618921,19.4970093,-4.68662691,7.69779491,-20.0261269,1.16086829,-15.9973431,0.441869169,-9.42225838,-7.33008814,-16.1833725,-9.13900948,-10.1105423,0.675339043,0.0,0.8
508.064516,0.314879417,1994.32394,-525.067261,202.653244,-23.1013412,24.2169342,-2.80615306,26.4173889,-3.57410121,7.01337528,-7.3909049,-2.60010052,-8.75734329,-13.7607574,-9.23236752,-16.1908016,-9.25038719,-10.7598324,2.28700995,18.5506058,16.383213,15.4944868,0.0,-0.2
73.5294118,0.341860354,3714.74931,-184.783783,172.190628,-38.498848,42.5887985,-9.40211964,2.00884748,-9.08624744,20.9711704,9.70915413,12.0382538,-2.42162585,11.2793531,4.71669292,7.83263922,-2.35199881,-7.72535706,-4.45028353,-2.11044836,3.41462898,0.180367753,0.0,0.2
301.339286,0.253964424,4452.09681,-281.027771,86.174614,-25.0944405,55.1341171,-55.1861343,29.1076813,-17.340971,10.3861361,-4.74143887,-5.14177656,-15.8563175,0.97955358,-15.5552883,-4.49300432,-12.2090282,0.890323341,2.14781809,13.1808147,8.87708187,4.61138391,0.0,-0.1
347.938144,0.374528199,4493.92674,-395.42749,118.408066,-32.9061279,39.8268356,-14.7782135,34.7249374,-22.6554832,-6.47738171,-25.7887974,-6.11069679,-18.3743134,-8.83969593,-15.0970106,-2.44492173,-6.02301693,-4.33398342,-12.950429,-2.05086756,-3.44492674,-5.94802761,0.0,0.3
90.7258065,0.361968994,4111.4089,0.05346875,129.906281,-10.5791178,79.501564,-6.95523357,31.0048885,10.9144993,14.1390533,-3.64868855,5.61458349,5.01770639,8.8774004,1.31096578,0.564740896,3.19699836,5.06818295,-2.40416265,-0.0901818648,5.77749968,4.07340908,0.0,-0.2
501.592357,0.329627603,3983.13166,-666.473328,154.679077,-6.7499876,52.3633194,-14.0628405,18.592907,-29.1315575,-20.6743259,-16.3037739,-24.4741154,-19.8255119,1.51265204,-17.0382385,-10.0952091,-0.440940559,-12.5436077,4.59578085,5.37826157,-18.9963055,-8.53818703,0.0,-0.8
202.095808,0.285075188,4422.40094,0.0996041667,121.026207,-51.2710266,36.1888657,-32.722374,17.0855103,-16.9369431,9.41599083,-15.3621979,7.97645044,-9.36701393,6.43857956,-14.9224644,-2.60778952,-10.8118582,-2.45571327,-8.05219746,-1.51590848,2.2990849,-3.10609937,0.0,0.7
139.751553,0.354639292,4337.3147,-442.387848,135.66478,-51.0388718,58.6635132,-17.9093132,35.3074188,-14.0308256,12.912302,-14.0972729,9.90723991,-2.39605188,11.6233587,5.87176609,8.807868,-6.64000225,-3.40673184,2.25387502,3.97309732,2.10709548,-6.93615341,0.0,0.7
161.870504,0.342998058,3176.52056,0.0565416667,205.864304,-79.9785385,60.888916,19.4326878,27.3548679,-7.62400961,4.16734409,-7.028965,2.49406362,11.1890354,-16.6061115,3.81216693,7.18772221,7.74340963,7.46523142,-1.19114518,-2.62026572,14.2210054,7.71787548,0.0,0.5
173.611111,0.379911453,2824.58995,-559.187317,175.832413,-34.7879982,31.8464909,-0.28105402,25.2707214,5.86679173,18.4243603,7.46419239,5.33236408,3.46939516,16.1971111,7.57247543,6.09101009,2.31687546,1.43047869,-0.280329138,0.526092649,6.9005022,-0.881668746,0.0,-0.6
